crop_name,soil_type,season,temp_min,temp_max,ph_min,ph_max,rainfall_min,rainfall_max,water_need,duration_days,humidity_min,humidity_max,altitude_min,altitude_max,fertilizer_n,fertilizer_p,fertilizer_k,yield_ton_per_ha,profit_usd_per_ha,difficulty_level,country,location_field
Strawberry,Black,Winter,17,26,5.7,7.1,49,105,Medium,88,70,88,500,1500,100,50,100,17.72,5218,Hard,India,Uttar Pradesh
Guava,Clay,Spring,20,37,5.4,7.8,99,137,Medium,178,51,80,200,1000,100,50,100,23.15,2878,Easy,Nepal,Sunsari
Lentil (Musuro),Clay,Monsoon,17,23,5.8,7.4,41,90,Low,117,50,67,0,2000,20,40,20,1.46,1259,Easy,India,Gujarat
Rice (Aman),Black,Monsoon,18,40,5.1,7.6,151,295,High,132,73,87,0,500,110,55,55,3.97,854,Easy,Nepal,Bara
Sweet Potato,Red,Autumn,19,32,5.2,6.9,29,68,Low,110,59,76,300,1500,80,40,80,16.35,1440,Easy,Nepal,Bara
Tobacco,Alluvial,Monsoon,15,31,5.4,7.3,50,67,Medium,110,51,75,300,1000,120,60,120,1.76,2825,Hard,Nepal,Kaski
Muskmelon,Loamy,Spring,24,37,5.9,7.4,34,61,Medium,70,50,70,200,800,90,45,90,28.67,1991,Easy,Nepal,Sunsari
Capsicum,Red,Spring,20,28,5.9,7.2,67,115,Medium,76,63,87,200,1000,110,55,90,16.25,2150,Medium,Asia,Indonesia
Okra,Alluvial,Winter,24,37,5.7,7.4,66,80,Medium,57,59,84,200,800,80,40,60,11.9,1395,Easy,Nepal,Jhapa
Fennel,Clay,Spring,8,32,6.1,7.4,19,53,Medium,149,45,67,300,1000,80,40,60,1.02,1314,Medium,Nepal,Ilam
Cowpea,Loamy,Summer,26,33,6.3,7.5,58,62,Low,89,55,71,200,800,60,30,40,6.15,816,Easy,India,Maharashtra
Cucumber,Alluvial,Autumn,20,35,6.0,7.3,59,109,High,69,70,81,200,800,80,40,60,34.43,2452,Easy,India,Tamil Nadu
Apple,Black,Autumn,17,27,5.9,7.0,96,163,Medium,144,59,72,1500,3000,120,60,120,17.24,3600,Hard,India,Punjab
Pineapple,Loamy,Monsoon,18,30,4.7,6.4,100,168,Medium,181,67,87,200,800,120,60,120,22.73,2738,Medium,Nepal,Jhapa
Cashew,Sandy,Winter,25,36,5.5,7.5,49,111,Low,237,55,80,200,800,80,40,60,1.34,2303,Medium,India,Andhra Pradesh
Turmeric,Sandy,Winter,18,28,4.8,7.7,152,270,High,273,74,94,0,1500,60,60,120,21.96,1221,Easy,Nepal,Sunsari
Chickpea,Black,Summer,13,27,6.1,7.4,10,48,Low,93,43,61,300,1000,60,30,40,1.75,787,Medium,Nepal,Mustang
Little Millet,Loamy,Summer,22,35,5.8,7.4,65,87,Low,90,45,72,400,1500,60,30,30,1.07,274,Medium,Nepal,Jhapa
Chickpea,Sandy,Autumn,16,24,5.9,7.7,40,62,Low,97,43,63,300,1000,60,30,40,1.71,599,Medium,Nepal,Kaski
Black Pepper,Silty,Summer,23,35,5.7,6.9,149,254,High,364,72,94,200,800,120,60,120,0.94,3527,Hard,Nepal,Morang
Little Millet,Laterite,Monsoon,21,36,5.7,7.4,49,91,Low,78,41,71,400,1500,60,30,30,0.99,339,Medium,Nepal,Sunsari
Coffee (Arabica),Black,Monsoon,17,26,5.8,6.2,136,267,Medium,292,72,86,800,1600,60,40,80,1.06,2451,Hard,Asia,Sri Lanka
Papaya,Sandy,Winter,20,37,6.3,7.8,62,168,Medium,273,64,87,200,800,150,80,150,38.38,3687,Easy,India,Maharashtra
Onion,Black,Autumn,11,26,5.7,7.5,56,92,Medium,102,61,79,200,800,100,50,80,14.86,2530,Medium,India,Gujarat
Pineapple,Silty,Spring,22,28,4.8,6.3,84,146,Medium,171,62,83,200,800,120,60,120,20.41,3561,Medium,Nepal,Chitwan
Wheat (Winter),Clay,Winter,3,21,5.9,7.5,57,85,Medium,125,47,67,300,800,110,55,55,3.11,529,Medium,India,Assam
Watermelon,Red,Summer,25,36,6.1,7.5,57,87,Medium,88,47,79,200,800,100,50,100,32.21,2999,Easy,India,Haryana
Rice (Jhum),Alluvial,Monsoon,18,34,5.5,7.0,132,198,Medium,112,61,80,500,1500,80,40,40,2.94,652,Hard,Asia,Thailand
Linseed,Peaty,Autumn,10,27,6.2,6.8,36,77,Low,113,41,62,300,1000,60,30,30,0.88,627,Medium,Asia,Vietnam
Horse Gram,Peaty,Winter,18,36,5.3,7.6,33,44,Low,127,35,65,300,1000,40,20,25,0.76,396,Easy,Nepal,Kailali
Tobacco,Clay,Summer,14,30,5.4,7.8,57,65,Medium,116,47,65,300,1000,120,60,120,2.3,2137,Hard,Asia,Thailand
Cucumber,Laterite,Autumn,22,33,5.7,7.5,46,128,High,63,64,90,200,800,80,40,60,29.59,2383,Easy,Nepal,Chitwan
Rubber,Laterite,Monsoon,25,35,5.6,7.3,149,319,High,362,75,90,200,800,100,50,100,2.07,1882,Medium,Nepal,Ilam
Sunflower,Peaty,Summer,22,33,5.9,7.6,48,77,Medium,115,45,66,300,1000,80,40,80,1.54,574,Medium,India,Assam
Sunflower,Silty,Monsoon,21,34,6.0,7.2,34,76,Medium,101,45,75,300,1000,80,40,80,1.33,652,Medium,India,Punjab
Bitter Gourd,Sandy,Autumn,25,34,6.0,7.7,43,100,Medium,85,59,80,200,800,100,50,80,17.17,1388,Medium,Nepal,Sindhupalchok
Tomato,Alluvial,Monsoon,20,27,6.0,7.1,56,128,Medium,76,61,80,200,1000,120,60,100,21.46,3781,Medium,India,West Bengal
Strawberry,Clay,Monsoon,17,24,5.6,7.0,65,124,Medium,93,60,87,500,1500,100,50,100,16.76,5579,Hard,India,Uttar Pradesh
Turmeric,Loamy,Autumn,22,31,4.2,7.4,166,242,High,245,74,90,0,1500,60,60,120,28.74,1411,Easy,Nepal,Morang
Safflower,Laterite,Monsoon,17,28,5.9,7.5,48,52,Low,122,36,67,300,1000,60,30,30,1.35,598,Medium,Nepal,Sindhupalchok
Tobacco,Red,Monsoon,16,31,5.3,7.4,21,97,Medium,125,48,68,300,1000,120,60,120,2.28,2193,Hard,Nepal,Ilam
Lemon,Laterite,Winter,19,36,5.6,7.5,90,142,Medium,114,51,77,200,1000,100,50,80,17.08,2212,Easy,Nepal,Kailali
Almond,Laterite,Spring,6,31,5.8,8.2,44,77,Low,179,39,61,500,2000,80,40,80,2.92,3521,Hard,Asia,Indonesia
Pomegranate,Black,Summer,15,35,5.3,7.8,40,112,Low,172,50,66,500,1500,120,60,100,12.5,3593,Medium,Asia,Vietnam
Rice (Jhum),Silty,Summer,20,33,5.6,7.2,131,201,Medium,127,69,80,500,1500,80,40,40,2.91,551,Hard,Nepal,Sindhupalchok
Fenugreek Seed,Clay,Autumn,11,32,6.3,7.5,18,72,Medium,95,47,67,300,1000,60,30,30,0.87,696,Medium,Nepal,Bara
Linseed,Clay,Summer,9,26,5.7,6.8,40,40,Low,120,44,65,300,1000,60,30,30,1.15,540,Medium,Asia,Bangladesh
Groundnut,Clay,Autumn,19,34,6.0,7.4,34,83,Medium,110,46,74,200,800,60,30,60,1.52,710,Medium,Nepal,Kaski
Watermelon,Sandy,Monsoon,23,36,5.8,7.4,41,67,Medium,92,47,74,200,800,100,50,100,34.91,2251,Easy,Nepal,Sindhupalchok
Litchi,Laterite,Spring,20,34,5.5,7.2,105,204,High,123,61,84,200,800,150,80,120,7.77,3462,Medium,Nepal,Kaski
Rice (Basmati),Red,Monsoon,22,38,5.9,7.8,80,153,Medium,111,50,75,300,800,100,50,50,3.4,1182,Medium,Nepal,Ilam
Rice (Jhum),Alluvial,Monsoon,18,35,5.4,7.0,130,207,Medium,128,69,81,500,1500,80,40,40,2.45,541,Hard,India,Himachal Pradesh
Chickpea,Laterite,Spring,15,25,5.8,7.5,40,66,Low,103,43,65,300,1000,60,30,40,1.65,831,Medium,India,Uttar Pradesh
Broccoli,Loamy,Spring,14,27,6.2,7.2,55,105,High,65,67,84,300,1200,130,65,100,13.1,2548,Hard,Nepal,Kaski
Black Gram,Laterite,Winter,23,33,6.2,7.2,43,60,Medium,99,49,71,200,800,50,25,30,1.08,578,Easy,India,Andhra Pradesh
Barnyard Millet,Peaty,Spring,18,36,5.4,7.3,45,134,Medium,80,50,72,300,1200,70,35,35,1.29,355,Easy,Asia,Sri Lanka
Sweet Potato,Clay,Spring,19,31,5.7,7.2,22,80,Low,121,54,83,300,1500,80,40,80,15.54,1604,Easy,India,Gujarat
Safflower,Silty,Monsoon,17,29,5.8,7.3,20,74,Low,127,44,64,300,1000,60,30,30,1.0,671,Medium,Nepal,Kailali
Rice (Basmati),Alluvial,Summer,20,40,6.0,7.4,96,138,Medium,110,55,76,300,800,100,50,50,3.24,1406,Medium,Asia,Indonesia
Wheat (Spring),Laterite,Winter,11,23,5.8,7.8,44,102,Medium,120,55,80,200,600,120,60,60,3.59,797,Medium,Asia,Bangladesh
Potato,Loamy,Spring,14,24,5.1,6.7,47,119,Medium,89,57,86,500,2000,150,80,120,23.5,2247,Medium,Nepal,Morang
Wheat (Spring),Sandy,Winter,12,25,5.7,7.5,47,117,Medium,103,47,80,200,600,120,60,60,3.95,657,Medium,Asia,Bangladesh
Buckwheat,Alluvial,Spring,14,26,5.4,6.9,63,139,Low,84,54,72,800,2500,60,30,30,1.34,244,Hard,India,Andhra Pradesh
Fenugreek Seed,Sandy,Summer,9,29,6.1,7.7,27,68,Medium,88,42,74,300,1000,60,30,30,0.89,575,Medium,Nepal,Mustang
Safflower,Red,Summer,14,29,6.1,7.8,35,59,Low,122,38,60,300,1000,60,30,30,1.14,501,Medium,Nepal,Kaski
Rubber,Silty,Monsoon,27,36,5.3,7.1,153,290,High,363,76,96,200,800,100,50,100,2.0,1963,Medium,Nepal,Gulmi
Green Beans,Black,Summer,20,31,6.2,7.6,59,111,Medium,73,64,86,200,1000,70,35,50,11.9,1070,Medium,India,Gujarat
Sorghum (Jowar),Red,Winter,26,40,6.3,8.2,39,70,Low,130,35,64,300,1000,80,40,40,1.7,369,Medium,Nepal,Morang
Buckwheat (Phapar),Black,Autumn,9,26,5.2,6.8,50,90,Low,87,52,69,2000,4000,20,20,20,1.27,658,Easy,India,Gujarat
Papaya,Black,Spring,24,37,6.3,7.3,71,130,Medium,275,59,85,200,800,150,80,150,47.64,4145,Easy,Nepal,Morang
Papaya,Laterite,Summer,24,37,5.7,7.2,100,155,Medium,278,65,80,200,800,150,80,150,40.62,3535,Easy,Nepal,Sunsari
Cowpea,Laterite,Winter,24,36,6.2,7.2,34,97,Low,94,49,79,200,800,60,30,40,5.36,830,Easy,Nepal,Mustang
Peach,Clay,Winter,17,31,6.2,6.7,71,148,Medium,127,58,71,500,2000,100,50,100,11.66,2289,Hard,India,Haryana
Barnyard Millet,Laterite,Monsoon,20,37,5.4,7.6,40,112,Medium,75,47,74,300,1200,70,35,35,1.58,286,Easy,Nepal,Ilam
Rice (Jhum),Laterite,Monsoon,21,35,5.6,7.2,113,215,Medium,112,69,83,500,1500,80,40,40,2.81,584,Hard,Asia,Sri Lanka
Areca Nut,Loamy,Autumn,18,34,5.4,7.2,157,241,High,361,73,86,200,800,150,80,150,2.08,3157,Medium,India,Maharashtra
Beetroot,Black,Spring,8,24,6.1,7.7,31,71,Medium,79,57,70,200,1000,100,50,80,17.55,1433,Medium,Nepal,Sunsari
Cashew,Sandy,Autumn,25,33,5.3,7.4,66,118,Low,242,58,83,200,800,80,40,60,1.44,1846,Medium,Nepal,Sindhupalchok
Sugarcane,Loamy,Spring,18,35,6.0,7.4,89,199,High,361,62,80,200,800,150,80,150,79.41,2116,Medium,Nepal,Bara
Okra,Peaty,Monsoon,25,36,5.7,7.6,47,97,Medium,67,53,77,200,800,80,40,60,12.6,1673,Easy,Nepal,Sindhupalchok
Radish,Black,Monsoon,12,26,6.3,7.5,60,64,Medium,54,60,76,200,800,80,40,60,13.64,1318,Easy,Nepal,Chitwan
Red Kidney Bean,Peaty,Spring,13,25,5.9,6.9,79,135,Medium,121,65,89,500,1500,70,35,50,1.17,670,Hard,Asia,Indonesia
Okra,Loamy,Autumn,26,34,6.2,7.3,45,102,Medium,57,58,75,200,800,80,40,60,10.84,1272,Easy,Nepal,Morang
Garlic,Peaty,Monsoon,12,26,5.7,7.5,21,91,Medium,130,54,71,300,1200,120,60,80,14.06,2768,Hard,India,Punjab
Fennel,Sandy,Autumn,9,29,6.1,7.8,15,51,Medium,150,47,69,300,1000,80,40,60,1.19,911,Medium,Asia,Sri Lanka
Watermelon,Red,Monsoon,26,35,6.1,7.2,58,83,Medium,85,54,74,200,800,100,50,100,33.73,2685,Easy,Nepal,Gulmi
Barnyard Millet,Red,Spring,19,36,5.8,7.3,53,126,Medium,74,51,80,300,1200,70,35,35,1.68,357,Easy,Asia,Indonesia
Rubber,Silty,Autumn,23,34,5.2,7.1,133,310,High,361,80,95,200,800,100,50,100,1.85,1810,Medium,Nepal,Jhapa
Lentil (Musuro),Laterite,Autumn,15,26,5.7,7.8,26,99,Low,119,51,68,0,2000,20,40,20,1.34,874,Easy,Nepal,Gulmi
Peas,Clay,Monsoon,11,26,5.9,7.2,30,81,Medium,67,60,85,300,1200,60,30,40,7.13,1333,Medium,India,Punjab
Large Cardamom,Red,Spring,10,25,4.3,6.6,137,353,High,317,77,100,1000,2000,40,40,60,0.56,3850,Hard,Nepal,Dhankuta
Capsicum,Red,Winter,17,31,5.8,6.7,60,101,Medium,79,63,85,200,1000,110,55,90,13.85,1780,Medium,India,Haryana
Garlic,Alluvial,Autumn,10,27,5.9,7.5,20,98,Medium,111,59,78,300,1200,120,60,80,10.95,2762,Hard,India,Maharashtra
Peach,Laterite,Autumn,17,32,6.0,7.2,82,167,Medium,123,56,75,500,2000,100,50,100,13.79,2985,Hard,India,West Bengal
Rice (Jhum),Loamy,Monsoon,19,35,5.6,6.9,107,198,Medium,119,68,87,500,1500,80,40,40,2.96,708,Hard,India,West Bengal
Oats,Red,Summer,8,24,5.8,7.1,50,126,Medium,94,53,85,500,1500,90,45,45,2.16,397,Medium,Nepal,Mustang
Fenugreek,Black,Summer,10,29,6.1,7.3,12,52,Medium,46,53,67,200,800,60,30,40,7.27,808,Easy,Nepal,Ilam
Sorghum (Jowar),Loamy,Autumn,25,41,5.9,7.9,47,95,Low,110,39,61,300,1000,80,40,40,2.31,463,Medium,Asia,Indonesia
Coriander Seed,Peaty,Winter,14,27,5.8,7.4,29,46,Medium,98,47,66,300,1000,60,30,40,0.8,1024,Medium,Nepal,Sindhupalchok
Coriander Seed,Silty,Spring,16,23,6.0,7.5,34,52,Medium,100,48,69,300,1000,60,30,40,0.72,860,Medium,Nepal,Sindhupalchok
Papaya,Peaty,Spring,23,36,6.3,7.5,83,157,Medium,280,60,83,200,800,150,80,150,36.63,3735,Easy,Nepal,Morang
Millet (Pearl),Alluvial,Monsoon,23,41,5.8,8.0,20,90,Low,88,26,62,200,800,60,30,30,1.2,393,Easy,Asia,Thailand
Cashew,Silty,Summer,24,34,5.3,7.7,66,125,Low,234,53,77,200,800,80,40,60,1.31,2017,Medium,Asia,Indonesia
Red Kidney Bean,Clay,Spring,15,27,6.1,6.8,47,110,Medium,119,55,82,500,1500,70,35,50,0.98,743,Hard,India,Uttar Pradesh
Chickpea,Loamy,Winter,13,24,5.8,7.7,42,45,Low,106,45,62,300,1000,60,30,40,1.66,819,Medium,Nepal,Sunsari
Carrot,Black,Autumn,10,24,6.3,7.3,24,68,Medium,83,55,84,200,1000,100,50,100,29.48,2286,Easy,Nepal,Mustang
Beetroot,Clay,Monsoon,8,27,5.9,7.6,31,79,Medium,82,55,78,200,1000,100,50,80,19.4,1703,Medium,Asia,Bangladesh
Chili,Silty,Summer,18,34,6.0,7.4,48,138,Medium,100,63,80,200,1000,100,50,80,11.19,2089,Medium,Asia,Bangladesh
Tea,Alluvial,Autumn,9,32,4.7,5.2,192,388,High,365,82,100,500,2000,120,60,60,2.01,3147,Medium,Asia,Bangladesh
Pomegranate,Loamy,Monsoon,17,34,5.3,7.4,52,103,Low,176,43,74,500,1500,120,60,100,10.58,3570,Medium,Nepal,Morang
Broccoli,Loamy,Spring,15,24,5.9,7.2,40,137,High,75,70,86,300,1200,130,65,100,13.84,2144,Hard,Nepal,Morang
Sunflower,Red,Monsoon,18,37,6.0,7.7,32,94,Medium,117,48,70,300,1000,80,40,80,1.65,670,Medium,Nepal,Ilam
Sorghum (Jowar),Loamy,Autumn,27,38,6.0,8.3,36,97,Low,121,32,62,300,1000,80,40,40,1.77,522,Medium,Nepal,Chitwan
Potato,Alluvial,Spring,13,27,5.3,6.3,48,101,Medium,81,63,85,500,2000,150,80,120,19.12,2171,Medium,India,Punjab
Pear,Clay,Monsoon,11,26,6.0,7.0,99,133,Medium,117,51,80,1000,2500,100,50,100,13.46,3198,Hard,India,Haryana
Sorghum (Jowar),Silty,Spring,24,38,6.0,8.0,39,60,Low,130,40,60,300,1000,80,40,40,2.22,462,Medium,India,Andhra Pradesh
Plum,Black,Winter,9,23,6.1,7.1,83,166,Medium,128,56,78,1000,2500,90,45,90,10.25,2931,Hard,India,Assam
Sunflower,Clay,Autumn,22,33,6.2,7.8,29,65,Medium,113,48,65,300,1000,80,40,80,1.27,705,Medium,Nepal,Chitwan
Castor,Loamy,Winter,19,40,5.9,8.0,26,55,Low,179,37,58,200,800,80,40,40,1.72,568,Medium,Nepal,Mustang
Beetroot,Sandy,Spring,9,24,5.8,7.6,26,100,Medium,75,51,77,200,1000,100,50,80,20.71,1233,Medium,Nepal,Morang
Cabbage,Laterite,Autumn,17,26,6.2,6.7,41,113,High,87,62,86,200,800,140,70,110,19.39,2383,Medium,Asia,Thailand
Green Beans,Loamy,Spring,19,31,6.2,7.4,56,119,Medium,82,64,82,200,1000,70,35,50,9.74,1047,Medium,Nepal,Gulmi
Watermelon,Red,Summer,25,37,6.2,7.5,43,89,Medium,86,53,76,200,800,100,50,100,33.55,2629,Easy,Nepal,Chitwan
Rice (Marshi),Clay,Monsoon,16,31,5.7,7.0,124,265,High,175,65,100,1500,2500,100,50,50,2.93,931,Medium,Nepal,Kaski
Rice (Aman),Black,Summer,20,40,4.7,7.2,165,318,High,144,72,90,0,500,110,55,55,4.17,822,Easy,Asia,Thailand
Foxtail Millet,Laterite,Monsoon,19,33,5.8,7.4,23,79,Low,80,35,64,300,1200,60,30,30,1.46,309,Easy,Nepal,Gulmi
Orange,Black,Winter,13,34,5.7,7.8,92,215,Medium,182,57,81,500,1500,120,60,100,12.62,2272,Medium,Nepal,Chitwan
Pomegranate,Silty,Spring,13,35,5.6,7.4,62,123,Low,184,50,72,500,1500,120,60,100,12.49,3813,Medium,Asia,Bangladesh
Guava,Silty,Autumn,22,37,5.4,7.3,99,141,Medium,174,54,82,200,1000,100,50,100,20.17,2976,Easy,India,Maharashtra
Barnyard Millet,Laterite,Monsoon,19,34,5.4,7.3,70,107,Medium,80,55,79,300,1200,70,35,35,1.3,322,Easy,Nepal,Dhankuta
Ridge Gourd,Alluvial,Autumn,25,33,6.0,7.6,70,100,Medium,64,56,82,200,800,80,40,60,17.06,1611,Easy,India,West Bengal
Cardamom,Clay,Spring,16,28,4.7,6.3,153,318,High,357,79,99,800,2000,100,50,100,0.55,5456,Hard,India,Maharashtra
Apricot,Silty,Summer,11,32,6.0,7.8,50,107,Medium,113,54,66,1000,2500,90,45,90,8.82,2182,Hard,India,West Bengal
Jute,Silty,Winter,22,36,6.3,7.8,86,218,High,122,68,91,200,600,80,40,80,2.37,671,Medium,India,Gujarat
Black Pepper,Laterite,Spring,26,33,5.3,6.9,157,270,High,370,69,89,200,800,120,60,120,0.9,2947,Hard,Asia,Sri Lanka
Rice (Basmati),Black,Monsoon,19,39,6.0,7.3,80,168,Medium,124,50,85,300,800,100,50,50,3.59,1189,Medium,Nepal,Sunsari
Papaya,Alluvial,Autumn,24,33,5.8,7.3,90,140,Medium,280,59,84,200,800,150,80,150,43.71,3573,Easy,Nepal,Kaski
Jackfruit,Red,Spring,23,37,5.6,7.7,99,211,Medium,189,65,88,200,800,100,50,100,19.83,2604,Easy,Nepal,Gulmi
Maize (Irrigated),Clay,Monsoon,18,37,5.5,7.1,52,116,High,112,58,83,200,1000,120,60,60,3.51,947,Medium,Nepal,Gulmi
Quinoa,Loamy,Spring,14,30,6.1,7.9,30,119,Low,123,48,68,1000,3000,70,35,35,1.38,526,Hard,India,Gujarat
Lentil,Laterite,Monsoon,14,24,6.1,7.7,34,48,Low,95,43,68,300,1000,50,25,30,1.27,680,Medium,Nepal,Gulmi
Apricot,Alluvial,Summer,8,31,5.8,7.7,44,111,Medium,117,49,71,1000,2500,90,45,90,8.5,2307,Hard,India,West Bengal
Linseed,Loamy,Summer,9,24,5.7,7.2,38,43,Low,110,38,62,300,1000,60,30,30,0.92,592,Medium,Nepal,Ilam
Rice (Aman),Laterite,Monsoon,21,39,5.2,7.3,159,284,High,145,75,85,0,500,110,55,55,4.31,1046,Easy,India,Maharashtra
Watermelon,Laterite,Winter,23,34,6.1,7.7,36,98,Medium,94,54,78,200,800,100,50,100,29.51,2643,Easy,Asia,Thailand
Bottle Gourd,Loamy,Autumn,21,33,6.1,7.4,43,87,High,96,57,89,200,800,90,45,70,20.42,1486,Easy,Nepal,Bara
Banana,Black,Summer,22,33,5.3,7.2,88,198,High,332,66,82,200,800,200,100,300,40.29,4471,Medium,Nepal,Kaski
Muskmelon,Red,Spring,23,33,6.2,7.6,56,60,Medium,81,52,75,200,800,90,45,90,28.88,2072,Easy,Asia,Bangladesh
Almond,Loamy,Spring,6,32,5.9,7.9,20,78,Low,179,41,62,500,2000,80,40,80,3.14,3306,Hard,Nepal,Ilam
Cowpea,Alluvial,Summer,23,35,5.8,7.4,28,88,Low,81,45,80,200,800,60,30,40,5.47,960,Easy,India,Uttar Pradesh
Rice (Boro),Peaty,Summer,15,28,5.2,7.7,37,93,High,161,53,77,0,500,130,65,65,4.93,1006,Medium,India,Gujarat
Papaya,Red,Spring,21,33,6.1,7.3,90,138,Medium,280,60,84,200,800,150,80,150,36.91,3448,Easy,India,Tamil Nadu
Cardamom,Red,Winter,17,29,5.2,6.4,137,287,High,368,70,94,800,2000,100,50,100,0.45,4257,Hard,India,Gujarat
Horse Gram,Laterite,Monsoon,18,33,5.7,7.6,47,62,Low,119,42,65,300,1000,40,20,25,0.94,337,Easy,Nepal,Gulmi
Muskmelon,Laterite,Autumn,24,37,6.0,7.7,36,97,Medium,88,51,79,200,800,90,45,90,20.66,1860,Easy,Nepal,Bara
Radish,Laterite,Autumn,9,23,6.2,7.7,33,69,Medium,51,56,70,200,800,80,40,60,17.66,1392,Easy,Nepal,Ilam
Muskmelon,Red,Winter,26,34,5.8,7.3,55,81,Medium,90,47,73,200,800,90,45,90,20.91,2051,Easy,Nepal,Bara
Rice (Basmati),Laterite,Monsoon,20,41,5.9,7.5,78,165,Medium,111,60,85,300,800,100,50,50,3.03,1282,Medium,India,Maharashtra
